index,artist,title,lyrics sentiment,mood,lyrics,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
ML523,Iron & Wine,Peace Beneath the City,pos,relaxed,"Here's a prayer for the body buried by the interstate\nMother of a soldier\nA tree in a forest up in flames\nBlack valley, peace beneath the city\nWhere the women hear the washboard rhythm in their bosom when they say\n""Give me good legs\nAnd a Japanese car\nAnd show me a road""\nSing a song for the bodies buried by the riverbank\nA well-dressed boy\nAnd a pig with a bullet in the brain\nBlack valley, peace beneath the city\nWhere the white girls wander the strip mall, singing all day\n""Give me a juggernaut heart\nAnd a Japanese car\nAnd someone to free""\nSay something for the body buried like a keepsake\nMother of million mouths with the very same name\nBlack valley, peace beneath the city\nWhere the women tell the weather\nBut never ever tell you what they pray\nThey pray\n""Give me a yellow brick road\nAnd a Japanese car\nAnd benevolent change""",0FTiNyzrfZKCe56oSajsVm,0.609,0.46399999999999997,1,-8.772,0,0.0627,0.306,0.431,0.152,0.7859999999999999,120.39200000000001
ML525,Nas,Ether,neg,angry,"Fuck Jay Z!\n(What's up, niggas?\nAyo, I know you ain't talkin' about me, dog\nYou? What?!)\nFuck Jay Z!\n(You been on my dick, nigga\nYou love my style, nigga)\nFuck Jay Z!\n\n(I) Fuck with your soul like ether\n(Will) Teach you – the king – you know you\n(Not) God's Son across the belly\n(Lose) I prove you lost already\n\nBrace yourself for the main event, y'all impatiently waitin'\nIt's like an AIDS test, what's the results? Not positive\nWho's the best: Pac, Nas and B.I.G.? Ain't no best\nEast, West, North, South, flossed out, greetings\nI embrace y'all with napalm\nBlows up, no guts left, chest/face gone\nHow could Nas be garbage? Semi-autos at your cartilage\nBurner at the side of your dome, come out of my throne!\nI got this locked since '91, I am the truest\nName a rapper that I ain't influenced\nGave y'all chapters, but now I keep my eyes on the Judas\nWith Hawaiian Sophie fame, kept my name in his music\n\n(I) Fuck with your soul like ether\n(Will) Teach you – the king – you know you\n(Not) God's Son across the belly\n(Lose) I prove you lost already\n\nAyo, pass me the weed!\nPut my ashes out on these niggas, man\nAyo, you faggots, y'all kneel\nAnd kiss the motherfuckin' ring!\n\n(I) Fuck with your soul like ether\n(Will) Teach you – the king – you know you\n(Not) God's Son across the belly\n(Lose) I prove you lost already\n\nI've been fucked over, left for dead, dissed and forgotten\nLuck ran out, they hoped that I'd be gone, stiff and rotten\nY'all just piss on me, shit on me, spit on my grave\nTalk about me, laugh behind my back, but in my face\nY'all some well-wishers, friendly-acting, envy-hiding snakes\nWith your hands out for my money, man, how much can I take?\nWhen these streets keep callin', heard it when I was sleep\nThat this Gay-Z and Cock-a-Fella Records wanted beef\nStarted cockin' up my weapon, slowly loadin' up this ammo\nTo explode it on a camel and his soldiers\nI can handle this for dolo, and his manuscript just sound stupid\nWhen KRS already made an album called Blueprint (dick!)\nFirst Biggie's your man, then you got the nerve to say\nThat you better than B.I.G\nDick-suckin' lips, why don't you let the late great veteran live?\n\nI… will… not… lose\nGod's son across the belly\nI prove you lost already\nThe king is back, where my crown at?\nIll Will, rest in peace!\nLet's do it, niggas!\n\n(I) Fuck with your soul like ether\n(Will) Teach you – the king – you know you\n(Not) God's Son across the belly\n(Lose) I prove you lost already\n\nY'all niggas deal with emotions like bitches\nWhat's sad is I love you, ‘cause you're my brother\nYou traded your soul for riches\nMy child, I've watched you grow up to be famous\nAnd now I smile like a proud dad watchin' his only son that made it\nYou seem to be only concerned with dissin' women\nWere you abused as a child?\nScared to smile? They called you ugly?\nWell, life is harsh, hug me, don't reject me\nOr make records to disrespect me, blatant or indirectly\nIn '88 you was gettin' chased through your building\nCallin' my crib and I ain't even give you my numbers\nAll I did was give you a style for you to run with\nSmilin' in my face, glad to break bread with the God\nWearin' Jaz' chains, no TEC's, no cash, no cars\nNo jail bars, Jigga, no pies, no case\nJust Hawaiian shirts, hangin' with little Chase\nYou a fan, a phony, a fake, a pussy, a Stan\nI still whip yo' ass, you 36 in a karate class?\nYou Tae-Bo ho, tryna work it out, you tryna get brolic?\nAsk me if I'm tryna kick knowledge?\nNah, I'm tryna kick the shit you need to learn though\nThat ether, that shit that make your soul burn slow\nIs he Dame Diddy, Dame Daddy or Dame Dummy?\nOh, I get it, you Biggie and he's Puffy\nRocafella died of AIDS, that was the end of his chapter\nAnd that's the guy y'all chose to name your company after?\nPut it together: I rock hoes, y'all rock fellas\nAnd now y'all try to take my spot, fellas\nFeel these hot rocks, fellas, put you in a dry spot, fellas\nIn a pine box with nine shots from my Glock, fellas\nFoxy got you hot ‘cause you kept your face in her puss\nWhat you think, you gettin' girls now ‘cause of your looks?\nNe-gro, please! You no-mustache-havin'\nWith whiskers like a rat, compared to Beans you whack\nAnd your man stabbed Un and made you take the blame\nYou ass, went from Jaz to hangin' with Kane\nTo Irv, to B.I.G. – and Eminem murdered you on your own shit\nYou a dick-ridin' faggot, you love the attention\nQueens niggas run you niggas, ask Russell Simmons! Ha!\nR-O-C get gunned up and clapped quick\nJ.J. Evans get gunned up and clapped quick\nYour whole damn record label, gunned up and clapped quick\nShawn Carter to Jay-Z – damn, you on Jaz dick!\nSo little shorty's gettin' gunned up and clapped quick\nHow much of Biggie's rhymes is gonna come out your fat lips?\nWanted to be on every last one of my classics\nYou pop shit, apologize, nigga, just ask Kiss!",6YqduBRqHhG15qWH7x6Tdy,0.65,0.818,7,-5.525,1,0.426,0.0361,0.0,0.20600000000000002,0.7240000000000001,107.053
ML526,Rage Against the Machine,Sleep Now in the Fire,neg,angry,"Yeah\nThe world is my expense\nThe cost of my desire\nJesus blessed me with its future\nAnd I protect it with fire\nSo raise your fists and march around\nJust don't take what you need\nI'll jail and bury those committed\nAnd smother the rest in greed\nCrawl with me into tomorrow\nOr I'll drag you to your grave\nI'm deep inside your children\nThey'll betray you in my name\n\nHey, hey\nSleep now in the fire\nHey, hey\nSleep now in the fire\n\nThe lie is my expense\nThe scope of my desire\nThe party blessed me with its future\nAnd I protect it with fire\n\nI am the Niña, the Pinta, the Santa Maria\nThe noose and the rapist, the fields' overseer\nThe agents of orange, the priests of Hiroshima\nThe cost of my desire\nSleep now in the fire\n\nHey, hey\nSleep now in the fire\nHey, hey, hey\nSleep now in the fire\n\nFor it's the end of history\nIt's caged and frozen still\nThere is no other pill to take\nSo swallow the one that makes you ill\n\nThe Niña, the Pinta, the Santa Maria\nThe noose and the rapist, the fields' overseer\nThe agents of orange, the priests of Hiroshima\nThe cost of my desire\nSleep now in the fire\nYeah\n\nSleep now in the fire\nSleep now in the fire\nSleep now in the fire\nSleep now in the fire",1MQTmpYOZ6fcMQc56Hdo7T,0.426,0.929,2,-6.729,1,0.0701,0.00162,0.105,0.0789,0.539,127.059
ML527,Stacey Kent,The Ice Hotel,pos,relaxed,"Let's you and me go away to The Ice Hotel\nThe Caribbean's all booked out\nAnd that's just as well\nOnce I'd have been much keener\nOn Barbados and Antigua\nBut just now I think the Arctic will suit us well\nLet's you and me go away\nTo The Ice Hotel\nThey've built it all with ice, that's pure and clear\nThe sofas, the lobby\nEven the chandelier\nA thermostat guarantees\nA steady minus five degrees\nWhat other place could serve our needs so well?\nLet's you and me go away\nTo The Ice Hotel\nRomantic places\nLike Verona or Paris\nThey'll always lead you astray\nYou'd have to be a novice\nTo ever trust Venice\nAnd those dreamy waterways\nAnd what the tropics can do\nI know only too well\nSo, let's you and me go away\nTo The Ice Hotel\nHeavy clothing at all times\nIs the expected norm\nEven candlelight at dinner\nIs considered too dangerously warm\nAnd when the time comes for us to sleep\nWe'll spread out our reindeer fleece\nAnd curl up together\nOn an ice block carved for two\nBut then in the morning\nProvided we've made it through...\nWe'll step out together\nTo watch the sun rise over\nThat vast expanse of cold\nAnd who knows if we're lucky\nWe may find ourselves talking\nOf what the future may hold\nThis is no whim of the moment\nI want you to realize\nLet's go away\nTo that palace made of ice\nLet's you and me go away to The Ice Hotel\nThe Bahamas are all booked out\nAnd that's just as well\nI don't think we're quite ready\nFor Hawaii or Tahiti\nAnd when we will be\nOnly time will tell\nLet's you and me go away\nTo The Ice Hotel",4HrOXQWurVlu8QcKkwJZHN,0.616,0.45399999999999996,1,-10.255,0,0.034,0.86,1.16e-06,0.08800000000000001,0.298,144.08
ML528,Devo,That's Good,pos,happy,"Everybody, it's a good thing\nEverybody wants a good thing\nEverybody, ain't it true that\nEverybody's looking for the same thing\n\nAin't it true there's just no doubt\nThere's some things that you can do without\nAnd that's good\nAin't it true as the sun that shines\nYou got yours, and you got mine\nAnd that's good\n\nEverybody's just like you, it's true\nEverybody wants a good thing, too\n\nEverybody, it's a good thing\nEverybody wants a good thing\nEverybody, ain't it true that\nEverybody's looking for the same thing\n\nAin't it true there's room for doubt\nMaybe some things that you can do without\nAnd that's good\n\nEverybody's just like you, it's true\nEverybody wants a good thing, too\n\nNow let's have a great big hand\nFor everybody that can understand\nLife's a bee without a buzz\nIt's going great 'til you get stung\nAnd let us not forget to toast\nEveryone who might've missed the boat\nAnd to everybody else who waits\n'til the next one sails in again\n\nEverybody, it's a good thing\nAin't it true, it's a monumental good thing\nEverybody, it's a good thing\nAin't it true, it's a monumental good thing\nEverybody, it's a good thing\nAin't it true, it's a monumental good thing",5jv7vMRoqyEWbyo5XTs87o,0.795,0.623,4,-13.655,1,0.0503,0.242,0.51,0.11199999999999999,0.6829999999999999,151.847
ML529,Lenny Kravitz,Can We Find A Reason?,neg,sad,"Is there anyone out there\nWilling to try?\nOr are we satisfied with just getting by?\n\nWe've hurt mother nature\nCan't you see her she's crying\nWe've robbed and we've raped her and taken her child\n\nAnd oh oh oh can we find a reason?\nJust think about it\nAnd oh oh oh can we find a reason\nTo live another season?\n\nWe're fighting more battles\nEveryday we're alive\nWe should be rejoicing\nBut instead we cry\nThis world's so polluted\nYou would think we were blind\nWe poison our children\nBefore they're defined\n\nExcuse me for saying\nBecause I've never been shy\nBut if we don't stop this\nWe sho'nuff going die\nYes I hope we can make it\nBecause this river's run dry\nNow our only battle\nWill be to survive, hey\n\n\nYeah yeah yeah\nCan we find a reason\nTo live another season?\n\nAnd oh oh oh can we find a reason?\nTo live another season?\nYeah, yeah, yeah, yeah\nIt's the new millennium\nYeah, yeah, yeah, yeah\nCan we find a reason\nTo live another season?",0fsl81yJvVygGLNCQnaVwA,0.514,0.59,6,-7.26,0,0.0289,0.00417,0.000127,0.12300000000000001,0.259,117.25200000000001
ML530,Ghostface Killah,Mighty Healthy,neg,angry,"My God, so they are killers\nI've heard lots of people say once a man's a killer, they just keep on killing and killing\nThey sort of develop a taste for blood\nYeah, that's right\nThey kill one man, or kill ten\nIt's all the same (Yes)\nAfter all, they can only hang you once\n\nBoth hands clusty, chillin' with my man Rusty\nLow down, blew off the burner, kinda dusty\nThe world can't touch Ghost, purple tape, Rae co-host\nMonty Hall expo, intellect, you read pro\nSon's triflin' fuck, wildflower on the cycle and\nPicked up the broom thought I was Michael-in'\nWest Brighton Pool, now I'm into Iron Duels\nTurn nuns to Earths, Whoopi, she at Allah school\nInhale break beats of Hell a-alikes propel parallel\nDuracell knot, you flashed a burnt cell\nSnap out of Candyland, kids, the old rumor is\nBlacks become immune and shit, we never did\nLike eating dead birds, trust the pharmacy over herbs\nMen marrying men, ill they got the urge, pulsar\nScissor hand wig vanished in the winter, living off land\nYou god damn right I fuck fans, king me\nCheck, checkmate, props like the micro chip founder\nNeck to neck stock with Bill Gates now\n\nWhen we hug these mics we get busy (Busy)\nCome and have a good time with G-O-D (G-O-D)\nMake you snap your fingers or wiggle (Wiggle)\nScream, shout, laugh or just giggle (Giggle)\nShake that body, party that body\nDon't fuck with Ghost, you'll feel sorry\nThat's word, I'm not the herb\nUnderstand what I'm saying, saying, saying?\n\nHit mics like Ted Koppel, rifle expert\nLet off the Eiffel, burn a flag in your grass, spiteful\nRingleader set it off, rap Derek Jeter\nCulprit, prince of the game, wish you could see us\nWe lay low, glitter wax full bangles\nPriceless ropes, lay around the God, get tangled\nWoolly hair, eyes fiery red, feet made of brass\nTwelve men following me, it be the God staff\nMove, every script's like Miramax\nSmashed the big boy, totaled it, Wilshire and Fairfax\nSun beamin', wifey on the beach sipping Zima\nWu 'binos to Latinos, we love Selena\nOvernight, God schedules, FedEx\nPretty silhouette, velvet nice, DNA scroll genetics\nToo hot to handle, one thought from scrambling the mandolin\nHundred game Wilt Chamberlain, smack 'em, say when\nHe rollin' up, face wrinkled up, hands is on his nuts\nYo kid, stop fronting on the grounds 'fore you get touched\nIt's Canada Dry sess with Allah, son\nWe want rye, we want it so bad we might cry\n\nFor every blow, depends on breath control\nSo it's the first thing you must learn\nFortunately it's easy\nYou'll soon learn\nMy God, so they are killers\nKilling and killing\nThey sort of develop a taste for blood\nMy God, so they are killers\nMy God— My God, so they are killers",4LNeSIPfjleJ1jIAzzRSoe,0.47700000000000004,0.977,2,-4.253,0,0.344,0.12,4.29e-06,0.0768,0.618,81.249
ML531,Radiohead,We Suck Young Blood,neg,sad,"Are you hungry?\nAre you sick?\nAre you begging for a break?\nAre you sweet?\nAre you fresh?\nAre you strung up by the wrists?\n\nWe want the young blood\n\nAre you fracturing?\nAre you torn at the seams?\nWould you do anything?\nFlea-bitten, moth eaten?\n\nWe suck young blood\nWe suck young blood\n\nWon't let the creeping ivy\nWon't let the nervous bury me\nOur veins are thin\nOur rivers poisoned\n\nWe want the sweet meats\nWe want the young blood",0dco6ZSO8vnL2fHRi10XSY,0.16399999999999998,0.239,3,-11.075,0,0.0304,0.878,0.0292,0.105,0.0378,76.72
ML532,Joe Nichols,Tequila Makes Her Clothes Fall Off,pos,happy,"She said, ""I'm going out with my girlfriends\nMargaritas at the Holiday Inn""\nOh, have mercy, my only thought\nWas tequila makes her clothes fall off\n\nI told her put an extra layer on\nI know what happens when she drinks Patrón\nHer closet's missing half the things she bought\nYeah, tequila makes her clothes fall off\n\nShe'll start by kicking out of her shoes\nLose an earring in her drink\nLeave her jacket in the bathroom stall\nDrop a contact down the sink\n\nThem pantyhose ain't gonna last too long\nIf the DJ puts Bon Jovi on\nShe might come home in a tablecloth\nYeah, tequila makes her clothes fall off\nWhohoh\n\nShe can handle any champagne brunch\nA bridal shower with Bacardi punch\nJello shooters full of Smirnoff\nBut tequila makes her clothes fall off\n\nShe'll start by kicking out of her shoes\nLose an earring in her drink\nLeave her jacket in the bathroom stall\nDrop a contact down the sink\n\nShe don't mean nothing\nShe's just having fun\nTomorrow she'll say, ""Oh, what have I done?""\nHer friends will joke about the stuff she lost\nYeah, Tequila makes her clothes fall off\nOh, Tequila makes her clothes fall off\nOh, Tequila makes her clothes fall off",6z62gzPqDqkMkhI1QmXFFx,0.6629999999999999,0.7709999999999999,2,-4.867,1,0.027999999999999997,0.0715,0.0,0.0857,0.621,93.97200000000001
ML533,Natalie Merchant,Thick As Thieves (2005 Version),neg,sad,"Remember how it all began the apple and the fall of man\nThe price we pay so the people say\nDown the path of shame it led us dare to bite the hand that fed us\nFairy tale the moral end, wheel of fortune never turns again\nNever turns again\nThe worst of it is come and gone in the chaos of millennium\nIn the falling out of the doomsday crowd\nTheir last retreat is moving slow, they burn their bridges as they go\nThe heretic is beautified, teach the Harlot's child to smile\nWracked again by indecision, should we make that small incision?\nTestify to the bleeding heart inside\nWe cart, we scratched, we ran, we slashed and when he opened up at last\nFound a cul-de-sac deep and black, smoke and ash\nDeep and black, smoke and ash\nThe wicked King of Parody is kissing all his enemies\nOn the seventh day of the seventh week\nThe tyrant's voice is softer now but just for one forgiving hour\nBefore the rise of his iron fist again, fist again\nI've to come tonight, I've come to know the way we are, the way we'll go\nAnd to measure this width of the wide abyss\nI come to you in restless sleep where all your dreams turn bittersweet\nWith voodoo doll philosophies day glow holy trinities\nThe crooked raft that leaves the shore, ferries drunken souls aboard\nPilgrims march to compostle visions of their Saint in yellow\nFollow deep in trance lost in a catatonic dance\nKnow no future damn the past, blind, warm, ecstatic, safe at last",6060B2ritHcstUzSG249dP,0.501,0.0466,3,-16.002,1,0.0453,0.96,0.00288,0.10400000000000001,0.133,138.054
ML534,Beach House,House on the Hill,neg,relaxed,You'd give anything\nJust to reach your door\nBut I won't be there\nHow does it feel\nThat house on the hill\nYou'd give anyone\nJust to reach your door\nAnd I won't be there,3MCTWjESizm3zWozv4DrR9,0.21899999999999997,0.24,3,-14.860999999999999,0,0.0312,0.7190000000000001,0.723,0.226,0.0797,145.826
ML535,Bloodhound Gang,You're Pretty When I'm Drunk,neg,happy,"One night me and the crew hit the road on a mission\nTo slurp free brew and go fuzzy flounder fishin'\nKayjees on the Hi-Fi and the keg was bottomless\nUntil we brought Skip O' Pot2mus\nAnd daddy's gonna get some probably underage and dumb\nAnd Everybody Knows That The Daddy Eats His Young\nLupus In The Lavatory Making A Big Stink\nMacing Up The Toilet Seat And Pooping In The Sink\nM.S.G.¹S Tanked Up And Wizzin' In A Cup\nWaiting For A Sprinkle Genie To Come And Drink It Up\nCause I'm The One Bottle Willy With The 12 Horse Ale\nAfter That I Get Silly Like Soupy Sales\nNow It's Midnight And I'm Completely Boofy Blitzed\nA Six Of Shlitz And The Jew Brew Manischewitz\nWith My Beer-Tinted Glasses I'm Ready To Bitty Battle\nI'm Hungry Like The Wolf But I'll End Up Tending Cattle\n\nCause You're Pretty When I'm Drunk\nYou're Pretty When I'm Drunk\nCause You're Pretty When I'm Drunk\nYou're Pretty When I'm Drunk\nCause You're Pretty When I'm Drunk\nYou're Pretty When I'm Drunk\nCause You're Pretty When I'm Drunk\nAnd I'm Pretty Fuckin' Drunk\n\nHere She Comes, A Funky Fried Cutie\nMr. Jimmy Pop Ali Is Gonna Get Some Booty\nCause I'm Mr. Mcfeelie With A Speedy Delivery\nYou'd Think I Was A Ditch The Way This Chick Was Diggin' Me\nBut Maybe I Should Check And See If This Is Where I Wanna Be\nHey Lupus Is She Cute? Yeah For A Pygmy\nAw! What Do You Know? You're Probably Going Home Alone\nAnd It Wouldn't Be The First Time That I Gave A Dog A Bone\nPlus Beauty, It's Only Skin Deep\nIt's In The Eye Of The Beholder And My Beholder's About To Tweak\nI Could Tap That Barrel, In Fact I Know I Can\nIt's A Ménagé A Trois You And Me And Heineken\n\nCause You're Pretty When I'm Drunk\nYou're Pretty When I'm Drunk\nCause You're Pretty When I'm Drunk\nYou're Pretty When I'm Drunk\nCause You're Pretty When I'm Drunk\nYou're Pretty When I'm Drunk\nCause You're Pretty When I'm Drunk\nAnd I'm Pretty Fuckin' Drunk\n\nRegrets I've Had A Few\nFirst And Foremost I'd Like To Mention You\nFor The Sake Of Conversation We'll Call You The Brand New Heavy\nYour A Mix Between An Ugnaut And Eugene Levy\nYou Can Call It Big-Boned, I Prefer To Call It Gut\nYour Buddha Your Shamu Your Jabba The Fuckin' Hutt\nYou Had Harpoon Scars And Your Boobies Were Hairy\nI Smelt Tuna Melt But I Wasn¹T Gonna Worry\nIt Was 3 A.M. And I Wasn't Gettin' Squat\nSo I Rolled You Up In Flour And Aimed It For The Wet Spot\nI Was Buttering Rolls Like A Soup Kitchen Christian\nThen It Hit Me Something Bit Me While My Little Rod Was Fishin'\nI Was Deep Sea Fishing I Took A Fat Chance\nBut How Was I Supposed To Know That Jabberjaws\nLived In Your Pants\nAt That Junction I Came To Realize\nThat Only Frank Perdue Likes Thighs That Size\nFatty Fatty Boom Ba Latty I Gotta Lament\nThat You Were Not A Girl You Were An Experiment\n\nCause You're Pretty When I'm Drunk\nYou're Pretty When I'm Drunk\nCause You're Pretty When I'm Drunk\nYou're Pretty When I'm Drunk\nCause You're Pretty When I'm Drunk\nYou're Pretty When I'm Drunk\nCause You're Pretty When I'm Drunk\nAnd I'm Pretty Fuckin' Drunk",7mQ6FmDieOiD0IWkNSIi3D,0.9179999999999999,0.32299999999999995,1,-15.103,1,0.361,0.34299999999999997,0.0,0.0953,0.556,95.08
ML536,Apocalyptica,Bittersweet,neg,sad,"I'm giving up the ghost of love\nAnd a shadow is cast on devotion\nShe is the one that I adore\nQueen of my silent suffocation\n\nBreak this bittersweet spell on me\nLost in the arms of destiny\n\nBittersweet\nI won't give up\nI'm possessed by her\nI'm bearing a cross\nShe's turned into my curse\n\nBreak this bittersweet spell on me\nLost in the arms of destiny\n\nBittersweet, I want you\nOh, how I wanted you\nAnd I need you\nHow I needed you\n\nBreak this bittersweet spell on me\nLost in the arms of destiny\nBreak this bittersweet spell on me\nLost in the arms of destiny\nBittersweet",49NgV5PPbWYHEAoJmP9ITc,0.27699999999999997,0.43,7,-8.693,0,0.0298,0.0209,0.000726,0.132,0.0852,111.11399999999999
ML537,Robin Williams,Friend Like Me,pos,happy,"Well, Ali Baba had them forty thieves\nScheherazade had a thousand tales\nBut, master, you in luck 'cause, up your sleeves\nYou got a brand of magic never fails\nYou got some power in your corner now\nSome heavy ammunition in your camp\nYou got some punch, pizzazz, yahoo, and how?\nSee, all you gotta do is rub that lamp, and I'll say\n""Mister Aladdin, sir, what will your pleasure be?""\nLet me take your order, jot it down\nYou ain't never had a friend like me, ha-ha-ha!\nLife is your restaurant and I'm your maitre d'\nCome on, whisper what it is you want\nYou ain't never had a friend like me\nYes sir, we pride ourselves on service\nYou're the boss, the king, the shah!\nSay what you wish, it's yours, true dish\nHow 'bout a little more baklava?\nHave some of column A, try all of column B\nI'm in the mood to help you, dude\nYou ain't never had a friend like me\nWah-ah-ah! Oh, my\nWah-ah-ah! No, no\nWah-ah-ah! My, my\nCan your friends do this?\nCan your friends do that?\nCan your friends pull this\nOut their little hat?\nCan your friends go poof?\nHey, looky here, ha-ha!\nCan your friends go ""Abracadabra, let her rip!""\nAnd then make the sucker disappear?\nSo, don't 'cha sit there slack-jawed, buggy-eyed\nI'm here to answer all your midday prayers\nYou got me bona fide, certified\nYou got a genie for your charge d'affaires\nI got a powerful urge to help you out\nSo what's your wish? I really wanna know\nYou got a list that's three miles long, no doubt\nWell, all you gotta do is rub like so, hey-oh\nMister Aladdin, sir, have a wish or two or three\nI'm on the job, you big nabob\nYou ain't never had a friend, never had a friend\nYou ain't never had a friend, never had a friend\nYou ain't never had a friend like me\nYa-ha-ha!\nWah-ha-ha!\nYou ain't never had a friend like me, ha!",70uZXOG2KTAHwcAgp4QyYr,0.642,0.47700000000000004,0,-13.584000000000001,1,0.149,0.627,0.0,0.703,0.653,98.17399999999999
ML538,Roxy Music,Just Another High,neg,sad,"Maybe your heart is aching\nI wouldn't know, now would I?\nMaybe your spirit's breaking up\nI shouldn't care, now should I?\nMaybe you're thinking of me\nWell, I don't know, now do I?\nIf only you knew how I feel\nWish I could die, now don't I?\nI'm just another crazy guy\nPlaying at love was another high\nJust another high\nCouldn't believe in my eyes\nYou drifted into my life\nBut marriages, made in Heaven\nCan they survive in this life?\nSurely it came as no surprise\nLove was too hot to handle\nWell, I really blew my cool and you\nYou just blew out the candle\nDidn't you just try just another high?\nDidn't you sigh as you waved goodbye?\nJust another high\nI'm just another crazy guy\nPlaying with love was another high\nSuch a crazy high\nLately it seems so empty here\nBut I suppose, I'm alright\nMaybe tomorrow's not so clear\nStill I remember that night\nSinging to you like this is\nMy only way to reach you\nAnd though I'm too proud to say it\nOh, how I long too see you\nShattered by dreams, by your goodbye\nScattered my hopes and filled the sky\nDesolate am I\nI'm just another crazy guy\nPlaying at love was another high\nJust another high\nJust another high\nJust another high\nJust another high\nJust another high\nJust another high\nSuch a crazy high\nJust another high\nJust another high\nMaybe I should start anew\n(Just another high)\nAnd maybe I'll find someone who\n(Just another high)\nWill maybe love me like I love you\n(Just another high)\nMaybe I'm too stuck on you\n(Just another high)\nMaybe I got stuck on you\n(Just another high)",65PHNP3b6lwj74BCJolqJi,0.496,0.838,10,-6.254,1,0.0316,0.0309,0.046,0.0503,0.527,96.165
ML539,XTC,Senses Working Overtime,pos,angry,"Hey, hey, the clouds are whey\nThere's straw for the donkeys\nAnd the innocents can all sleep safely\nAll sleep safely\nMy, my, sun is pie\nThere's fodder for the cannons\nAnd the guilty ones can all sleep safely\nAll sleep safely\n\nAnd all the world is football-shaped\nIt's just for me to kick in space\nAnd I can see, hear, smell, touch, taste\n\nAnd I've got one, two, three, four, five\nSenses working overtime\nTrying to take this all in\nI've got one, two, three, four, five\nSenses working overtime\nTrying to taste the difference 'tween a lemon and a lime\nPain and pleasure, and the church bells softly chime\n\nHey, hey, night fights day\nThere's food for the thinkers\nAnd the innocents can all live slowly\nAll live slowly\nMy, my, the sky will cry\nJewels for the thirsty\nAnd the guilty ones can all die slowly\nAll die slowly\n\nAnd all the world is biscuit-shaped\nIt's just for me to feed my face\nAnd I can see, hear, smell, touch, taste\n\nAnd I've got one, two, three, four, five\nSenses working overtime\nTrying to take this all in\nI've got one, two, three, four, five\nSenses working overtime\nTrying to taste the difference 'tween a lemon and a lime\nPain and pleasure, and the church bells softly chime\n\nAnd birds might fall from black skies (Whoo-whoo)\nAnd bullies might give you black eyes (Whoo-whoo)\nAnd buses might skid on black ice (Whoo-whoo)\nBut to me they're very, very beautiful (England's glory)\nBeautiful (A striking beauty)\n\nAnd all the world is football-shaped\nIt's just for me to kick in space\nAnd I can see, hear, smell, touch, taste\n\nAnd I've got one, two, three, four, five\nSenses working overtime\nTrying to take this all in\nI've got one, two, three, four, five\nSenses working overtime\nTrying to tell the difference 'tween the goods and crimes\nDirt and treasure\nAnd there's one, two, three, four, five\nSenses working overtime\nTrying to take this all in\nI've got one, two, three, four, five\nSenses working overtime\nTrying to taste the difference 'tween a lemon and a lime\nPain and pleasure, and the church bells softly chime",61xbHrXb9VYIVjqfJpygud,0.665,0.569,0,-15.217,1,0.0388,0.0349,0.0187,0.0924,0.855,129.644
ML540,Cathedral,Ebony Tears,neg,sad,Together we have discovered the languid fatigue of love interrogated all our beauty we've turned\nEach other inside out. Drowning in Ebony Tears. The long face of cherrlessness the only bonding we\nShare enlightened by degredation the only pleasure is pain. Drowning in Ebony Tears. Embedded in\nOur resentment lay the keys to disengage but still we burn in persecution for the punishment of\nPossessiveness,0udcwkv01KbUQ0mRsRh4dB,0.217,0.496,11,-11.735,1,0.0411,0.095,0.569,0.11,0.182,125.555
ML541,J. Tillman,"Cecille, My Love",neg,relaxed,"Oh, Cecille my love\nHow can it be\nThat one so small\nShould carry me\nWhen I am weak?\nOh, Cecille my love\nThe river holds the gun\nI used to kill the one\nWho held us apart\nFor so long\nYour father's house\nI have burned down\nI saved the letters you wrote\nBut could not send\nI saved the one you wrote me\nOf your death\nThere’s a place\nOn the hill\nWhere you and I shall dwell\nIt's by the sea\nThe grave I made\nSo we can rest in peace\nOh, Cecille my love\nThe river has washed up\nThe only way I see you soon\nFather, forgive me for what I do",0eebK2g5GVdkKyYWV33wD3,0.368,0.0448,4,-21.555999999999997,1,0.0335,0.927,0.8740000000000001,0.109,0.22,81.426
